id,id_order,product_id,product_quantity,sku,unit_price,date
1119202,299586,0,1,GRT0456,42.99,2017-01-01 09:18:52
1119204,299587,0,1,LGE0046,309.99,2017-01-01 09:21:08
1119205,299588,0,1,IFX0136,85.49,2017-01-01 09:21:39
1119206,299589,0,4,TRK0009,28.49,2017-01-01 09:21:47
1119208,299590,0,1,JBL0097,24.99,2017-01-01 09:33:27
1119209,299591,0,1,BOO0066,4.74,2017-01-01 09:35:05
1119210,299592,0,1,LAC0181,134.89,2017-01-01 09:38:24
1119211,299593,0,1,APP1651,879.00,2017-01-01 09:40:11
1119212,299594,0,1,WIT0032,169.99,2017-01-01 09:42:56
1119213,299595,0,2,OWC0153-4,286.99,2017-01-01 09:45:56
1119214,299596,0,1,PAC1599,2.873.99,2017-01-01 09:53:11
1119215,299597,0,1,PEB0015,142.49,2017-01-01 09:53:56
1119216,299596,0,1,PAC1044,2.780.99,2017-01-01 09:55:45
1119217,299598,0,1,TRK0007,28.49,2017-01-01 09:55:59
1119218,296284,0,1,BNQ0042,699.00,2017-01-01 09:58:35
1119219,299596,0,1,PAC1583,2.316.99,2017-01-01 10:00:17
1119220,299599,0,1,BEL0270,90.24,2017-01-01 10:02:14
1119222,299601,0,1,TOS0022,98.79,2017-01-01 10:08:18
1119223,294806,0,1,APP1849,2.558.99,2017-01-01 10:09:15
1119225,299602,0,1,PAR0071,474.05,2017-01-01 10:13:44
1119226,294806,0,1,APP1864,2.797.99,2017-01-01 10:15:14
1119235,297261,0,1,QNA0177,304.99,2017-01-01 10:17:59
1119236,299603,0,1,OTT0133,18.99,2017-01-01 10:18:53
1119241,299604,0,1,JMO0094,18.99,2017-01-01 10:23:54
1119244,299600,0,1,APP0410,33.25,2017-01-01 10:28:59
1119245,299600,0,1,LAC0205,246.99,2017-01-01 10:29:36
1119247,299600,0,1,DLK0078,28.41,2017-01-01 10:38:35
1119250,299606,0,1,APP1750,429.00,2017-01-01 10:41:11
1119251,296284,0,2,OWC0007,39.99,2017-01-01 10:41:53
1119252,299607,0,1,TRK0007,28.49,2017-01-01 10:49:42
1119253,299608,0,1,ICA0079,66.49,2017-01-01 10:51:36
1119254,299609,0,1,PAR0071,474.05,2017-01-01 10:51:38
1119255,299610,0,1,APP0023,55.99,2017-01-01 10:52:42
1119256,299600,0,1,PAC0492,4.260.99,2017-01-01 10:52:44
1119257,299610,0,1,APP1214,84.99,2017-01-01 10:53:10
1119259,299611,0,1,STM0093,39.99,2017-01-01 10:53:57
1119261,299612,0,1,APP0927,19.99,2017-01-01 10:54:57
1119262,299600,0,2,BEL0229,18.99,2017-01-01 10:55:02
1119263,299613,0,1,SEA0102,109.99,2017-01-01 10:55:49
1119264,296284,0,1,OTR0045,29.99,2017-01-01 10:57:18
1119269,299614,0,1,MOS0215,35.14,2017-01-01 10:58:31
1119270,299615,0,1,APP0698,14.99,2017-01-01 10:59:24
1119272,299615,0,1,APP0464,23.75,2017-01-01 11:00:18
1119274,299616,0,1,PAC1427,597.54,2017-01-01 11:05:15
1119275,299616,0,2,WDT0141,107.34,2017-01-01 11:05:56
1119276,299617,0,1,JBL0096,23.74,2017-01-01 11:07:57
1119277,299618,0,1,APP1651,879.00,2017-01-01 11:13:03
1119278,299619,0,1,LGE0053,607.05,2017-01-01 11:18:26
1119281,299621,0,1,LGE0034,287.99,2017-01-01 11:23:49
1119286,299622,0,1,BEL0263,19.99,2017-01-01 11:28:46
1119287,299623,0,1,OBL0007,37.05,2017-01-01 11:29:39
1119289,299624,0,1,SYN0147,315.39,2017-01-01 11:35:13
1119290,299625,0,1,TRK0009,28.49,2017-01-01 11:35:30
1119291,299626,0,3,APP1646,769.00,2017-01-01 11:37:23
1119292,299627,0,1,MOP0081,31.34,2017-01-01 11:39:01
1119293,299628,0,1,LOG0175,189.99,2017-01-01 11:39:02
1119294,299629,0,1,QNA0175,2.054.99,2017-01-01 11:39:13
1119295,299189,0,1,TUC0276,24.99,2017-01-01 11:39:50
1119296,298391,0,1,PAC1594,2.769.99,2017-01-01 11:41:04
1119298,299630,0,1,TPL0035,65.99,2017-01-01 11:41:18
1119299,298391,0,1,APP0662,149.99,2017-01-01 11:41:58
1119301,299631,0,1,APP1749,429.00,2017-01-01 11:43:38
1119303,299632,0,1,APP1269,2.172.99,2017-01-01 11:46:18
1119305,299633,0,1,BEL0192,9.49,2017-01-01 11:49:19
1119306,299634,0,1,SYN0146,369.54,2017-01-01 11:50:06
1119308,299635,0,1,WDT0249,239.99,2017-01-01 11:53:51
1119312,298676,0,1,BLM0016,119.69,2017-01-01 11:55:44
1119314,299637,0,1,TOS0007,53.19,2017-01-01 11:55:51
1119316,299638,0,1,SYN0127,223.24,2017-01-01 11:56:18
1119317,298750,0,1,SYN0098,86.44,2017-01-01 11:56:38
1119318,299638,0,1,WDT0183,151.99,2017-01-01 11:56:50
1119321,298750,0,1,WDT0140,87.39,2017-01-01 11:57:44
1119325,299571,0,1,WDT0183,151.99,2017-01-01 12:00:57
1119326,299634,0,3,WDT0183,151.99,2017-01-01 12:01:01
1119328,297809,0,1,IFX0016,14.24,2017-01-01 12:01:12
1119333,299639,0,1,PAR0053,65.55,2017-01-01 12:11:18
1119335,299640,0,1,SAM0115,146.99,2017-01-01 12:13:09
1119336,299636,0,1,PAR0071,474.05,2017-01-01 12:13:35
1119341,299642,0,2,SEA0053,122.54,2017-01-01 12:16:59
1119342,299643,0,2,MOX0018,4.99,2017-01-01 12:17:16
1119343,299644,0,1,TRK0011,54.99,2017-01-01 12:17:27
1119344,299645,0,1,TRA0038,179.99,2017-01-01 12:17:56
1119345,299646,0,1,PAC1567,2.050.99,2017-01-01 12:18:41
1119346,299647,0,1,PAR0054,65.55,2017-01-01 12:21:01
1119347,299648,0,1,PAC1381,355.29,2017-01-01 12:21:21
1119352,299652,0,1,APP1465,94.99,2017-01-01 12:25:44
1119354,299653,0,1,MUV0172,9.49,2017-01-01 12:26:01
1119355,299654,0,1,DLK0029,146.29,2017-01-01 12:26:53
1119360,299650,0,1,NOK0007,65.99,2017-01-01 12:28:27
1119361,299654,0,1,BEL0266,23.74,2017-01-01 12:28:34
1119363,299655,0,1,WAC0191,161.49,2017-01-01 12:29:49
1119364,299656,0,1,TRK0009,28.49,2017-01-01 12:29:56
1119365,299644,0,1,TRK0010,29.99,2017-01-01 12:31:21
1119366,299657,0,1,DLK0008,47.99,2017-01-01 12:31:35
1119367,299655,0,1,WAC0040,35.14,2017-01-01 12:31:41
1119369,299658,0,1,APP1527,74.99,2017-01-01 12:32:37
1119371,299659,0,1,THU0013,75.99,2017-01-01 12:32:53
1119372,299660,0,1,NTE0026,29.99,2017-01-01 12:33:22
1119373,299661,0,1,APP1650,879.00,2017-01-01 12:34:44
1119374,299662,0,1,LGE0038-A,526.44,2017-01-01 12:35:11
1119378,299663,0,1,APP1210,172.00,2017-01-01 12:38:20
1119383,299633,0,1,OTT0139,21.84,2017-01-01 12:41:52
1119386,299665,0,1,SAM0116,98.79,2017-01-01 12:42:17
1119387,299666,0,1,TPL0017,68.00,2017-01-01 12:42:24
1119388,299667,0,1,WIT0024,94.99,2017-01-01 12:42:40
1119391,299668,0,1,LGE0044,550.99,2017-01-01 12:44:36
1119392,299669,0,1,APP1196,1.426.99,2017-01-01 12:46:06
1119394,299654,0,1,KIN0137,5.69,2017-01-01 12:47:10
1119397,299670,0,1,CRU0049,66.99,2017-01-01 12:48:26
1119404,299673,0,1,PAC0569,168.14,2017-01-01 12:56:10
1119405,299664,0,1,APP0958,1.351.99,2017-01-01 12:57:21
1119407,299674,0,1,PAC1296,584.24,2017-01-01 12:58:24
1119408,299675,0,1,WAC0166,66.49,2017-01-01 12:59:00
1119409,299676,0,1,APP1652,879.00,2017-01-01 12:59:52
1119411,299678,0,1,APP1196,1.426.99,2017-01-01 13:00:40
1119412,299679,0,1,APP1574,1.348.99,2017-01-01 13:00:42
1119415,299680,0,1,LAC0184,161.49,2017-01-01 13:05:36
1119419,299681,0,1,SPE0161,35.14,2017-01-01 13:07:07
1119420,299680,0,1,SAN0099,42.74,2017-01-01 13:07:32
1119421,299680,0,1,APP1648,879.00,2017-01-01 13:08:50
1119422,299681,0,1,APP0701,69.34,2017-01-01 13:09:14
1119423,299682,0,1,APP1142,37.05,2017-01-01 13:10:05
1119426,299680,0,1,BEL0286,17.09,2017-01-01 13:10:47
1119427,299680,0,1,GRT0427,9.49,2017-01-01 13:11:01
1119429,299684,0,1,CRU0052,188.99,2017-01-01 13:12:31
1119431,299685,0,1,APP1617,1.845.99,2017-01-01 13:18:38
1119432,299686,0,1,JBL0096,23.74,2017-01-01 13:18:42
1119433,299687,0,1,TRK0011,52.24,2017-01-01 13:18:47
1119435,299688,0,1,IFX0055,99.99,2017-01-01 13:20:36
1119436,299688,0,1,APP0702,59.99,2017-01-01 13:20:41
1119439,299688,0,1,IFX0013,12.99,2017-01-01 13:21:18
1119442,299692,0,1,BEL0270,94.99,2017-01-01 13:23:51
1119444,299693,0,1,MUV0172,9.49,2017-01-01 13:24:31
1119446,299694,0,1,GRT0425,23.74,2017-01-01 13:26:46
1119447,299695,0,1,PAC1400,90.99,2017-01-01 13:27:15
1119448,299696,0,1,KEN0212,18.04,2017-01-01 13:27:25
1119451,293308,0,1,HGD0007,66.49,2017-01-01 13:29:10
1119454,299697,0,1,LOG0084,18.99,2017-01-01 13:30:15
1119456,299698,0,1,APP1634,1.019.00,2017-01-01 13:32:11
1119460,299700,0,1,APP1098,169.99,2017-01-01 13:33:19
1119468,299703,0,1,APP1665,659.00,2017-01-01 13:39:12
1119470,299704,0,1,APP0697,12.99,2017-01-01 13:41:17
1119472,299705,0,1,KEN0239,31.49,2017-01-01 13:45:30
1119477,299706,0,1,EVU0007,28.49,2017-01-01 13:57:16
1119479,299707,0,1,TRA0010,75.99,2017-01-01 13:58:57
1119484,299709,0,1,NEA0010,61.74,2017-01-01 14:03:39
1119490,299710,0,1,PHI0072,66.49,2017-01-01 14:05:28
1119491,299710,0,1,PHI0079,56.04,2017-01-01 14:06:17
1119493,299711,0,1,KIN0161,59.99,2017-01-01 14:09:19
1119494,299712,0,1,APP0608,279.99,2017-01-01 14:10:47
1119495,299713,0,1,LOG0207,85.49,2017-01-01 14:10:52
1119497,299714,0,1,APP1094,219.99,2017-01-01 14:12:37
1119498,299715,0,1,APP0995,2.098.99,2017-01-01 14:13:52
1119499,299716,0,2,FCM0026,56.99,2017-01-01 14:14:22
1119503,299718,0,1,PAR0074,14.24,2017-01-01 14:16:32
1119505,299720,0,1,WDT0227,59.84,2017-01-01 14:18:19
1119506,299719,0,1,OTT0139,21.84,2017-01-01 14:19:14
1119508,299721,0,1,WDT0315,68.39,2017-01-01 14:20:51
1119510,299719,0,1,GRT0361,18.04,2017-01-01 14:22:21
1119512,299722,0,1,APP1661,769.00,2017-01-01 14:23:10
1119513,299723,0,2,MAC0122,23.74,2017-01-01 14:26:43
1119514,299721,0,2,WDT0227,59.84,2017-01-01 14:26:54
1119516,299724,0,2,APP1140,37.05,2017-01-01 14:27:15
1119519,299726,0,1,SAN0170,77.89,2017-01-01 14:36:33
1119522,299728,0,1,SAM0074,153.89,2017-01-01 14:41:42
1119523,299729,0,2,CRU0021,62.99,2017-01-01 14:41:53
1119528,299730,0,1,PAC1410,516.79,2017-01-01 14:51:51
1119529,299696,0,3,SAN0112,18.99,2017-01-01 14:52:01
1119531,299730,0,1,WDT0183,148.19,2017-01-01 14:53:50
1119532,299732,0,1,MOS0218,34.99,2017-01-01 14:53:53
1119534,299733,0,1,SAN0134,51.03,2017-01-01 14:54:29
1119537,299735,0,1,SAN0092,35.14,2017-01-01 14:55:48
1119539,299736,0,1,WAC0191,161.49,2017-01-01 14:59:29
1119540,299737,0,1,JBL0107,94.99,2017-01-01 15:00:18
1119541,299738,0,1,FCM0016-2,68.99,2017-01-01 15:01:10
1119542,299738,0,1,SAM0073,108.99,2017-01-01 15:02:09
1119543,299739,0,1,APP1925,3.318.99,2017-01-01 15:04:11
1119545,299740,0,1,PEB0009,82.99,2017-01-01 15:10:24
1119546,299741,0,1,LEX0020,8.54,2017-01-01 15:12:58
1119547,299742,0,2,NEA0017,21.84,2017-01-01 15:18:19
1119548,299743,0,1,APP0490,109.00,2017-01-01 15:19:00
1119549,299744,0,1,APP1810,1.584.99,2017-01-01 15:19:42
1119553,299746,0,1,SEA0044,89.29,2017-01-01 15:25:33
1119554,299747,0,1,KIN0145,41.13,2017-01-01 15:27:22
1119555,299748,0,1,PUR0148,13.29,2017-01-01 15:28:13
1119556,299749,0,1,BEL0254,9.49,2017-01-01 15:28:16
1119557,299750,0,1,APP1759,344.62,2017-01-01 15:32:13
1119559,299751,0,2,TRK0009,28.49,2017-01-01 15:35:54
1119560,299752,0,1,TPL0019,31.34,2017-01-01 15:37:36
1119561,299753,0,1,MOP0080,31.34,2017-01-01 15:37:52
1119562,299754,0,1,APP1759,416.99,2017-01-01 15:39:21
1119563,299755,0,1,APP1947,2.133.99,2017-01-01 15:42:28
1119565,299756,0,1,ZAG0028,52.24,2017-01-01 15:43:59
1119566,299757,0,1,PAC1591,2.626.99,2017-01-01 15:44:43
1119567,299758,0,1,BNQ0053,398.99,2017-01-01 15:45:05
1119568,299759,0,1,THU0043,39.99,2017-01-01 15:45:53
1119569,297148,0,1,APP0407,84.55,2017-01-01 15:47:39
1119570,299760,0,1,LGE0044,579.99,2017-01-01 15:51:00
1119572,299761,0,1,SPE0133,35.14,2017-01-01 16:00:35
1119573,299762,0,1,JBL0098,24.99,2017-01-01 16:00:52
1119575,299763,0,1,PAR0054,65.55,2017-01-01 16:01:06
1119577,299764,0,1,WDT0183,151.99,2017-01-01 16:03:03
1119578,299764,0,1,SYN0139,166.24,2017-01-01 16:03:17
1119580,299765,0,1,SYN0139,166.24,2017-01-01 16:08:02
1119584,299766,0,1,APP0607,279.99,2017-01-01 16:09:02
1119593,299769,0,1,WAC0090,729.99,2017-01-01 16:16:43
1119594,299770,0,1,LGE0046,294.49,2017-01-01 16:17:43
1119598,299771,0,1,WIT0026,152.99,2017-01-01 16:28:55
1119599,299772,0,1,APP1481,549.00,2017-01-01 16:29:05
1119600,299773,0,1,OLL0015,50.34,2017-01-01 16:29:19
1119602,299774,0,3,BEL0199,19.94,2017-01-01 16:31:25
1119603,299775,0,1,BEL0196,9.99,2017-01-01 16:31:41
1119604,299776,0,1,BNQ0053,398.99,2017-01-01 16:34:28
1119605,299775,0,1,KIN0088,6.99,2017-01-01 16:34:52
1119606,299775,0,1,SAN0159,9.99,2017-01-01 16:35:14
1119607,299777,0,1,APP1816,2.698.99,2017-01-01 16:39:30
1119608,299778,0,1,BEL0210,16.99,2017-01-01 16:40:02
1119609,299779,0,1,PAR0071,474.05,2017-01-01 16:41:26
1119612,299780,0,1,BEL0293,15.19,2017-01-01 16:43:20
1119613,299781,0,1,TWS0098-A,27.07,2017-01-01 16:47:31
1119614,299782,0,1,SAM0074,155.99,2017-01-01 16:48:26
1119616,299784,0,1,APP1198,1.986.99,2017-01-01 16:51:05
1119617,299783,0,1,APP1647,769.00,2017-01-01 16:53:46
1119619,299785,0,1,WDT0347,84.54,2017-01-01 16:55:24
1119620,299786,0,1,BOS0044,322.99,2017-01-01 16:56:52
1119621,299787,0,1,LGE0039,238.00,2017-01-01 16:57:23
1119622,299788,0,1,CRU0050,90.24,2017-01-01 16:57:46
1119623,299788,0,1,CRU0032,56.99,2017-01-01 17:00:24
1119624,299789,0,1,APP0436,33.25,2017-01-01 17:01:07
1119625,297048,0,1,ELG0039,47.49,2017-01-01 17:03:39
1119628,299791,0,1,PAC1562,1.398.99,2017-01-01 17:05:23
1119629,299792,0,1,SYN0146,369.54,2017-01-01 17:05:39
1119631,299794,0,1,PAC1627,3.830.99,2017-01-01 17:06:42
1119633,299795,0,1,CRU0032,56.99,2017-01-01 17:08:45
1119635,299797,0,1,SYN0098,86.44,2017-01-01 17:08:57
1119636,299798,0,1,WDT0141,107.34,2017-01-01 17:09:17
1119637,299799,0,1,APP0608,279.99,2017-01-01 17:09:18
1119641,299802,0,1,TWS0049,28.49,2017-01-01 17:10:48
1119643,299803,0,1,TOS0022,98.79,2017-01-01 17:14:21
1119644,299785,0,1,SAM0073,96.89,2017-01-01 17:15:09
1119647,299804,0,1,SAM0069,129.19,2017-01-01 17:15:26
1119650,299806,0,1,APP0464,25.00,2017-01-01 17:16:04
1119652,299807,0,1,IFX0021,18.99,2017-01-01 17:21:39
1119653,299808,0,1,LAC0181,134.89,2017-01-01 17:21:43
1119656,299810,0,2,WDT0141,107.34,2017-01-01 17:22:32
1119657,299811,0,1,SAN0103,20.89,2017-01-01 17:23:24
1119661,299812,0,1,WDT0315,68.39,2017-01-01 17:26:25
1119662,299813,0,1,SAN0133,47.49,2017-01-01 17:27:32
1119663,299814,0,1,APP0405-A,47.00,2017-01-01 17:29:43
1119666,299815,0,1,LOG0084,18.99,2017-01-01 17:30:57
1119667,299816,0,1,PAC0726,132.04,2017-01-01 17:31:29
1119668,299816,0,1,CRU0032,56.99,2017-01-01 17:32:05
1119669,299817,0,1,SAM0073,96.89,2017-01-01 17:33:15
1119672,299819,0,2,TRK0011,52.24,2017-01-01 17:36:54
1119673,299820,0,1,PAC0504,6.029.99,2017-01-01 17:38:15
1119674,299801,0,1,WAC0150,23.99,2017-01-01 17:38:39
1119685,299821,0,1,APP1198,1.986.99,2017-01-01 17:41:14
1119687,299822,0,1,TOS0022,103.99,2017-01-01 17:41:58
1119689,299823,0,1,WAC0134,288.79,2017-01-01 17:42:06
1119690,299824,0,1,CRU0053,299.00,2017-01-01 17:42:54
1119691,299825,0,1,LOG0084,18.99,2017-01-01 17:44:45
1119692,299826,0,1,WDT0141,112.99,2017-01-01 17:45:33
1119695,299828,0,1,PHI0072,66.49,2017-01-01 17:47:15
1119696,299828,0,1,PHI0063,17.09,2017-01-01 17:48:24
1119702,299829,0,1,LAC0171,275.49,2017-01-01 17:50:48
1119704,299831,0,1,LGE0035,457.90,2017-01-01 17:53:18
1119708,299833,0,1,KIN0162,75.04,2017-01-01 18:00:11
1119709,299834,0,1,SAN0170,77.89,2017-01-01 18:02:24
1119710,299835,0,1,LEX0027,37.04,2017-01-01 18:03:24
1119711,299836,0,1,WDT0365,160.55,2017-01-01 18:04:39
1119713,299837,0,1,IFX0041,14.24,2017-01-01 18:04:46
1119714,299838,0,1,REP0151,47.41,2017-01-01 18:06:11
1119716,299840,0,1,LGE0037,138.90,2017-01-01 18:07:33
1119717,299841,0,1,PAR0062,379.05,2017-01-01 18:13:23
1119719,299843,0,1,PHI0072,66.49,2017-01-01 18:18:12
1119721,299845,0,1,APP1645,769.00,2017-01-01 18:18:23
1119722,299846,0,2,ADN0046,31.34,2017-01-01 18:20:00
1119724,299847,0,1,APP0100,33.24,2017-01-01 18:24:02
1119726,299848,0,1,SAN0157,37.04,2017-01-01 18:25:12
1119727,299849,0,1,APP1943,1.688.99,2017-01-01 18:25:18
1119728,299850,0,2,APP0698,14.99,2017-01-01 18:25:21
1119729,299851,0,1,APP0608,279.99,2017-01-01 18:26:52
1119730,299852,0,1,APP1186,879.00,2017-01-01 18:30:05
1119731,299853,0,1,SAN0170,77.89,2017-01-01 18:30:20
1119733,299850,0,1,GRT0375,18.99,2017-01-01 18:31:36
1119734,299855,0,1,SHE0038,28.49,2017-01-01 18:32:35
1119735,299856,0,1,BEL0286,17.09,2017-01-01 18:33:04
1119736,299857,0,1,APP1045,8.55,2017-01-01 18:33:18
1119737,299858,0,1,LIF0095,94.99,2017-01-01 18:33:34
1119738,299856,0,1,OTT0159,14.24,2017-01-01 18:34:12
1119740,299858,0,1,SAT0014,12.34,2017-01-01 18:35:08
1119742,299859,0,1,PAC1373,470.24,2017-01-01 18:37:16
1119745,299860,0,1,PAC1516,457.89,2017-01-01 18:40:38
1119750,299861,0,1,APP1581,1.024.99,2017-01-01 18:44:51
1119752,299862,0,1,LEX0020,8.54,2017-01-01 18:46:38
1119754,299863,0,1,PAC1873,28.99,2017-01-01 18:47:44
1119756,299864,0,2,OWC0153-4,272.64,2017-01-01 18:49:31
1119757,299865,0,1,IFX0044,43.69,2017-01-01 18:49:55
1119761,299867,0,1,SAT0050,18.99,2017-01-01 18:53:04
1119762,299868,0,1,FCM0007-4,227.04,2017-01-01 18:53:05
1119766,299870,0,1,BLM0016,119.69,2017-01-01 18:54:57
1119767,299866,0,1,APP1044,59.00,2017-01-01 18:55:48
1119769,299866,0,1,APP1043,59.00,2017-01-01 18:56:00
1119770,299871,0,1,PEB0009,82.99,2017-01-01 18:56:19
1119772,299866,0,1,MIC0037,139.99,2017-01-01 18:58:14
1119774,299873,0,1,BEL0233,25.64,2017-01-01 18:59:01
1119775,299866,0,1,APP1849,2.558.99,2017-01-01 19:00:38
1119776,299874,0,1,APP1818,3.198.99,2017-01-01 19:01:48
1119778,299801,0,1,WAC0176,89.99,2017-01-01 19:02:53
1119780,299875,0,1,UAG0029,61.74,2017-01-01 19:04:52
1119781,299876,0,1,MOS0114,33.24,2017-01-01 19:05:16
1119782,299867,0,1,PHI0076,32.29,2017-01-01 19:05:27
1119785,299878,0,1,OTR0075,9.49,2017-01-01 19:07:13
1119788,299879,0,1,TRK0008,28.49,2017-01-01 19:08:50
1119789,299880,0,1,JBL0122,42.74,2017-01-01 19:09:25
1119796,299878,0,1,STA0033,5.69,2017-01-01 19:12:09
1119797,299882,0,1,APP1210,172.00,2017-01-01 19:12:11
1119798,299883,0,1,CRU0017-2,83.59,2017-01-01 19:12:37
1119800,299881,0,1,SAN0137,49.39,2017-01-01 19:13:45
1119803,299884,0,1,BEL0240,29.99,2017-01-01 19:18:25
1119806,299885,0,1,MYF0012,189.99,2017-01-01 19:23:12
1119807,299886,0,1,BEL0292,15.99,2017-01-01 19:23:24
1119809,299887,0,1,SPE0142,35.14,2017-01-01 19:24:43
1119810,299888,0,1,ZAG0019,49.99,2017-01-01 19:24:51
1119811,299889,0,1,KUA0020,9.49,2017-01-01 19:24:54
1119812,299889,0,1,KUA0019,9.49,2017-01-01 19:25:07
1119813,299890,0,1,THU0020,66.49,2017-01-01 19:25:30
1119814,299891,0,1,OWC0186,56.99,2017-01-01 19:25:47
1119817,299892,0,1,LGE0046,309.99,2017-01-01 19:26:09
1119820,299895,0,1,PAR0054,65.55,2017-01-01 19:27:08
1119821,298730,0,1,APP1893,3.177.99,2017-01-01 19:27:14
1119822,299896,0,1,PAC1566,1.776.99,2017-01-01 19:27:22
1119823,299897,0,1,LGE0036,159.59,2017-01-01 19:27:34
1119824,295154,0,1,APP1581,1.024.99,2017-01-01 19:27:54
1119828,299898,0,1,TUC0205,44.64,2017-01-01 19:29:55
1119832,299888,0,1,SPE0131,19.99,2017-01-01 19:31:38
1119834,299900,0,1,HIC0019,123.49,2017-01-01 19:32:23
1119836,299901,0,1,APP1198,1.986.99,2017-01-01 19:32:29
1119837,299902,0,1,IOT0018,23.74,2017-01-01 19:32:46
1119840,299903,0,1,IKM0034,35.14,2017-01-01 19:34:38
1119842,299904,0,1,CRU0016-A,33.10,2017-01-01 19:35:35
1119843,299903,0,1,IKM0035,35.14,2017-01-01 19:35:48
1119844,299877,0,1,WDT0141,107.34,2017-01-01 19:36:13
1119846,299818,0,1,TPL0010,19.94,2017-01-01 19:36:53
1119849,299905,0,1,MOS0207,35.14,2017-01-01 19:37:22
1119850,299906,0,2,FCM0012,14.24,2017-01-01 19:37:27
1119856,299907,0,1,ADN0046,31.34,2017-01-01 19:39:27
1119858,299908,0,1,PAR0071,474.05,2017-01-01 19:39:48
1119860,299910,0,1,WAC0090,693.49,2017-01-01 19:43:34
1119862,299911,0,1,PAC1451,437.94,2017-01-01 19:44:11
1119863,299912,0,1,ADN0044,47.49,2017-01-01 19:44:46
1119865,299914,0,1,APP1151,56.05,2017-01-01 19:46:06
1119867,299915,0,1,APP0531,398.05,2017-01-01 19:46:53
1119869,299914,0,1,WOE0008,9.49,2017-01-01 19:48:27
1119872,299909,0,1,LAC0159,176.69,2017-01-01 19:50:09
1119873,299916,0,1,BNQ0052,214.99,2017-01-01 19:52:29
1119874,299917,0,1,WAC0090,729.99,2017-01-01 19:53:23
1119875,299918,0,1,SEA0106,117.79,2017-01-01 19:53:23
1119876,299918,0,1,SAN0099,42.74,2017-01-01 19:53:58
1119877,299919,0,1,APP1646,769.00,2017-01-01 19:54:38
